endpoint_key,dst_port,port_range_label,is_well_known_port,is_valid_port
1,3268.0,registered,0,True
2,389.0,well-known,1,True
3,0.0,invalid,1,True
4,5355.0,registered,0,True
5,88.0,well-known,1,True
6,1031.0,registered,0,True
7,1034.0,registered,0,True
8,135.0,well-known,1,True
9,49671.0,ephemeral,0,True
10,137.0,well-known,1,True
11,53.0,well-known,1,True
12,445.0,well-known,1,True
13,138.0,well-known,1,True
14,5353.0,registered,0,True
15,123.0,well-known,1,True
16,49415.0,ephemeral,0,True
17,49420.0,ephemeral,0,True
18,49666.0,ephemeral,0,True
19,49168.0,ephemeral,0,True
20,49175.0,ephemeral,0,True
21,53408.0,ephemeral,0,True
22,49171.0,ephemeral,0,True
23,443.0,well-known,1,True
24,80.0,well-known,1,True
25,1028.0,registered,0,True
26,1029.0,registered,0,True
27,7725.0,registered,0,True
28,49954.0,ephemeral,0,True
29,1043.0,registered,0,True
30,1051.0,registered,0,True
31,1054.0,registered,0,True
32,49157.0,ephemeral,0,True
33,49158.0,ephemeral,0,True
34,1047.0,registered,0,True
35,5215.0,registered,0,True
36,5213.0,registered,0,True
37,49422.0,ephemeral,0,True
38,49412.0,ephemeral,0,True
39,8612.0,registered,0,True
40,49184.0,ephemeral,0,True
41,139.0,well-known,1,True
42,49162.0,ephemeral,0,True
43,3289.0,registered,0,True
44,1040.0,registered,0,True
45,1124.0,registered,0,True
46,49167.0,ephemeral,0,True
47,49413.0,ephemeral,0,True
48,51958.0,ephemeral,0,True
49,1061.0,registered,0,True
50,49186.0,ephemeral,0,True
51,49185.0,ephemeral,0,True
52,49187.0,ephemeral,0,True
53,1900.0,registered,0,True
54,49188.0,ephemeral,0,True
55,49189.0,ephemeral,0,True
56,39269.0,registered,0,True
57,21.0,well-known,1,True
58,1062.0,registered,0,True
59,1063.0,registered,0,True
60,22.0,well-known,1,True
61,1058.0,registered,0,True
62,1041.0,registered,0,True
63,465.0,well-known,1,True
64,1064.0,registered,0,True
65,1039.0,registered,0,True
66,49442.0,ephemeral,0,True
67,1068.0,registered,0,True
68,49446.0,ephemeral,0,True
69,1070.0,registered,0,True
70,1075.0,registered,0,True
71,1074.0,registered,0,True
72,1030.0,registered,0,True
73,1081.0,registered,0,True
74,49435.0,ephemeral,0,True
75,1046.0,registered,0,True
76,49444.0,ephemeral,0,True
77,49455.0,ephemeral,0,True
78,1032.0,registered,0,True
79,49470.0,ephemeral,0,True
80,49468.0,ephemeral,0,True
81,49476.0,ephemeral,0,True
82,49449.0,ephemeral,0,True
83,1073.0,registered,0,True
84,49478.0,ephemeral,0,True
85,1072.0,registered,0,True
86,1091.0,registered,0,True
87,49457.0,ephemeral,0,True
88,49458.0,ephemeral,0,True
89,49484.0,ephemeral,0,True
90,1080.0,registered,0,True
91,27590.0,registered,0,True
92,49492.0,ephemeral,0,True
93,49491.0,ephemeral,0,True
94,1082.0,registered,0,True
95,49463.0,ephemeral,0,True
96,49504.0,ephemeral,0,True
97,49503.0,ephemeral,0,True
98,62713.0,ephemeral,0,True
99,49165.0,ephemeral,0,True
100,1098.0,registered,0,True
101,49166.0,ephemeral,0,True
102,49518.0,ephemeral,0,True
103,49511.0,ephemeral,0,True
104,49508.0,ephemeral,0,True
105,49506.0,ephemeral,0,True
106,49522.0,ephemeral,0,True
107,49515.0,ephemeral,0,True
108,49496.0,ephemeral,0,True
109,49516.0,ephemeral,0,True
110,49526.0,ephemeral,0,True
111,49193.0,ephemeral,0,True
112,1076.0,registered,0,True
113,1069.0,registered,0,True
114,49191.0,ephemeral,0,True
115,1078.0,registered,0,True
116,1089.0,registered,0,True
117,1084.0,registered,0,True
118,1088.0,registered,0,True
119,1094.0,registered,0,True
120,49477.0,ephemeral,0,True
121,49474.0,ephemeral,0,True
122,49471.0,ephemeral,0,True
123,49467.0,ephemeral,0,True
124,49206.0,ephemeral,0,True
125,1083.0,registered,0,True
126,49183.0,ephemeral,0,True
127,49181.0,ephemeral,0,True
128,49178.0,ephemeral,0,True
129,49182.0,ephemeral,0,True
130,49170.0,ephemeral,0,True
131,49176.0,ephemeral,0,True
132,49172.0,ephemeral,0,True
133,49174.0,ephemeral,0,True
134,49180.0,ephemeral,0,True
135,49173.0,ephemeral,0,True
136,49177.0,ephemeral,0,True
137,49530.0,ephemeral,0,True
138,49190.0,ephemeral,0,True
139,49537.0,ephemeral,0,True
140,49199.0,ephemeral,0,True
141,49533.0,ephemeral,0,True
142,49540.0,ephemeral,0,True
143,49541.0,ephemeral,0,True
144,49192.0,ephemeral,0,True
145,49502.0,ephemeral,0,True
146,49214.0,ephemeral,0,True
147,49507.0,ephemeral,0,True
148,49219.0,ephemeral,0,True
149,1106.0,registered,0,True
150,1110.0,registered,0,True
151,1114.0,registered,0,True
152,1111.0,registered,0,True
153,1115.0,registered,0,True
154,45378.0,registered,0,True
155,49224.0,ephemeral,0,True
156,49223.0,ephemeral,0,True
157,49200.0,ephemeral,0,True
158,1118.0,registered,0,True
159,1117.0,registered,0,True
160,49527.0,ephemeral,0,True
161,49483.0,ephemeral,0,True
162,49237.0,ephemeral,0,True
163,49238.0,ephemeral,0,True
164,49239.0,ephemeral,0,True
165,49254.0,ephemeral,0,True
166,49227.0,ephemeral,0,True
167,49257.0,ephemeral,0,True
168,49267.0,ephemeral,0,True
169,49259.0,ephemeral,0,True
170,49268.0,ephemeral,0,True
171,49250.0,ephemeral,0,True
172,49235.0,ephemeral,0,True
173,49240.0,ephemeral,0,True
174,49249.0,ephemeral,0,True
175,49241.0,ephemeral,0,True
176,1095.0,registered,0,True
177,49256.0,ephemeral,0,True
178,1097.0,registered,0,True
179,49252.0,ephemeral,0,True
180,49262.0,ephemeral,0,True
181,49261.0,ephemeral,0,True
182,1086.0,registered,0,True
183,49264.0,ephemeral,0,True
184,1087.0,registered,0,True
185,1085.0,registered,0,True
186,49270.0,ephemeral,0,True
187,1077.0,registered,0,True
188,59201.0,ephemeral,0,True
189,1079.0,registered,0,True
190,59202.0,ephemeral,0,True
191,33328.0,registered,0,True
192,33334.0,registered,0,True
193,33335.0,registered,0,True
194,33333.0,registered,0,True
195,33336.0,registered,0,True
196,48176.0,registered,0,True
197,45746.0,registered,0,True
198,35753.0,registered,0,True
199,39940.0,registered,0,True
200,39948.0,registered,0,True
201,35763.0,registered,0,True
202,57420.0,ephemeral,0,True
203,58635.0,ephemeral,0,True
204,40062.0,registered,0,True
205,35823.0,registered,0,True
206,1130.0,registered,0,True
207,1127.0,registered,0,True
208,47844.0,registered,0,True
209,45970.0,registered,0,True
210,33449.0,registered,0,True
211,42836.0,registered,0,True
212,46991.0,registered,0,True
213,60647.0,ephemeral,0,True
214,60660.0,ephemeral,0,True
215,43504.0,registered,0,True
216,39224.0,registered,0,True
217,53916.0,ephemeral,0,True
218,47022.0,registered,0,True
219,47028.0,registered,0,True
220,58796.0,ephemeral,0,True
221,36805.0,registered,0,True
222,49538.0,ephemeral,0,True
223,47911.0,registered,0,True
224,49539.0,ephemeral,0,True
225,42919.0,registered,0,True
226,41464.0,registered,0,True
227,57419.0,ephemeral,0,True
228,60488.0,ephemeral,0,True
229,45755.0,registered,0,True
230,60487.0,ephemeral,0,True
231,54986.0,ephemeral,0,True
232,33619.0,registered,0,True
233,57371.0,ephemeral,0,True
234,54243.0,ephemeral,0,True
235,48041.0,registered,0,True
236,58280.0,ephemeral,0,True
237,38146.0,registered,0,True
238,48054.0,registered,0,True
239,51808.0,ephemeral,0,True
240,40175.0,registered,0,True
241,58605.0,ephemeral,0,True
242,39839.0,registered,0,True
243,48075.0,registered,0,True
244,33498.0,registered,0,True
245,48089.0,registered,0,True
246,49451.0,ephemeral,0,True
247,42062.0,registered,0,True
248,48115.0,registered,0,True
249,48107.0,registered,0,True
250,45191.0,registered,0,True
251,36152.0,registered,0,True
252,49543.0,ephemeral,0,True
253,1128.0,registered,0,True
254,42835.0,registered,0,True
255,42816.0,registered,0,True
256,48141.0,registered,0,True
257,34844.0,registered,0,True
258,48137.0,registered,0,True
259,48138.0,registered,0,True
260,49520.0,ephemeral,0,True
261,49519.0,ephemeral,0,True
262,1107.0,registered,0,True
263,1102.0,registered,0,True
264,1105.0,registered,0,True
265,1100.0,registered,0,True
266,1103.0,registered,0,True
267,1101.0,registered,0,True
268,1104.0,registered,0,True
269,1116.0,registered,0,True
270,1131.0,registered,0,True
271,49528.0,ephemeral,0,True
272,56409.0,ephemeral,0,True
273,45246.0,registered,0,True
274,40040.0,registered,0,True
275,49213.0,ephemeral,0,True
276,49220.0,ephemeral,0,True
277,49216.0,ephemeral,0,True
278,49280.0,ephemeral,0,True
279,49281.0,ephemeral,0,True
280,49234.0,ephemeral,0,True
281,49233.0,ephemeral,0,True
282,49531.0,ephemeral,0,True
283,49536.0,ephemeral,0,True
284,49535.0,ephemeral,0,True
285,1150.0,registered,0,True
286,1151.0,registered,0,True
287,1148.0,registered,0,True
288,1152.0,registered,0,True
289,49269.0,ephemeral,0,True
290,1096.0,registered,0,True
291,49271.0,ephemeral,0,True
292,49212.0,ephemeral,0,True
293,49210.0,ephemeral,0,True
294,33373.0,registered,0,True
295,37913.0,registered,0,True
296,50814.0,ephemeral,0,True
297,36554.0,registered,0,True
298,50812.0,ephemeral,0,True
299,49152.0,ephemeral,0,True
300,60954.0,ephemeral,0,True
301,50815.0,ephemeral,0,True
302,50813.0,ephemeral,0,True
303,52021.0,ephemeral,0,True
304,54899.0,ephemeral,0,True
305,41611.0,registered,0,True
306,48245.0,registered,0,True
307,55534.0,ephemeral,0,True
308,40966.0,registered,0,True
309,50811.0,ephemeral,0,True
310,48266.0,registered,0,True
311,38150.0,registered,0,True
312,36095.0,registered,0,True
313,58417.0,ephemeral,0,True
314,40468.0,registered,0,True
315,51501.0,ephemeral,0,True
316,51584.0,ephemeral,0,True
317,51569.0,ephemeral,0,True
318,41276.0,registered,0,True
319,54179.0,ephemeral,0,True
320,34741.0,registered,0,True
321,60726.0,ephemeral,0,True
322,41803.0,registered,0,True
323,38506.0,registered,0,True
324,59366.0,ephemeral,0,True
325,46378.0,registered,0,True
326,54429.0,ephemeral,0,True
327,42992.0,registered,0,True
328,43073.0,registered,0,True
329,43091.0,registered,0,True
330,42436.0,registered,0,True
331,33726.0,registered,0,True
332,60353.0,ephemeral,0,True
333,51615.0,ephemeral,0,True
334,37795.0,registered,0,True
335,56904.0,ephemeral,0,True
336,49035.0,registered,0,True
337,38780.0,registered,0,True
338,49505.0,ephemeral,0,True
339,42346.0,registered,0,True
340,33985.0,registered,0,True
341,39146.0,registered,0,True
342,45274.0,registered,0,True
343,36895.0,registered,0,True
344,35732.0,registered,0,True
345,45743.0,registered,0,True
346,41940.0,registered,0,True
347,35730.0,registered,0,True
348,53101.0,ephemeral,0,True
349,35728.0,registered,0,True
350,39473.0,registered,0,True
351,58371.0,ephemeral,0,True
352,48646.0,registered,0,True
353,45744.0,registered,0,True
354,45754.0,registered,0,True
355,35731.0,registered,0,True
356,35729.0,registered,0,True
357,57207.0,ephemeral,0,True
358,45745.0,registered,0,True
359,1071.0,registered,0,True
360,1092.0,registered,0,True
361,36859.0,registered,0,True
362,1093.0,registered,0,True
363,1090.0,registered,0,True
364,58628.0,ephemeral,0,True
365,1113.0,registered,0,True
366,1112.0,registered,0,True
367,1108.0,registered,0,True
368,1109.0,registered,0,True
369,1099.0,registered,0,True
370,33348.0,registered,0,True
371,1121.0,registered,0,True
372,56244.0,ephemeral,0,True
373,49517.0,ephemeral,0,True
374,49521.0,ephemeral,0,True
375,36220.0,registered,0,True
376,36226.0,registered,0,True
377,49279.0,ephemeral,0,True
378,49277.0,ephemeral,0,True
379,49278.0,ephemeral,0,True
380,49247.0,ephemeral,0,True
381,49198.0,ephemeral,0,True
382,36232.0,registered,0,True
383,49253.0,ephemeral,0,True
384,1159.0,registered,0,True
385,49546.0,ephemeral,0,True
386,1160.0,registered,0,True
387,49263.0,ephemeral,0,True
388,49273.0,ephemeral,0,True
389,1147.0,registered,0,True
390,1149.0,registered,0,True
391,57256.0,ephemeral,0,True
392,57250.0,ephemeral,0,True
393,49272.0,ephemeral,0,True
394,8610.0,registered,0,True
395,59558.0,ephemeral,0,True
396,46974.0,registered,0,True
397,49534.0,ephemeral,0,True
398,56973.0,ephemeral,0,True
399,57262.0,ephemeral,0,True
400,55898.0,ephemeral,0,True
401,41293.0,registered,0,True
402,48800.0,registered,0,True
403,34763.0,registered,0,True
404,34755.0,registered,0,True
405,34595.0,registered,0,True
406,57417.0,ephemeral,0,True
407,45948.0,registered,0,True
408,45976.0,registered,0,True
409,41038.0,registered,0,True
410,55863.0,ephemeral,0,True
411,41029.0,registered,0,True
412,33442.0,registered,0,True
413,41039.0,registered,0,True
414,34015.0,registered,0,True
415,41753.0,registered,0,True
416,49801.0,ephemeral,0,True
417,35265.0,registered,0,True
418,34970.0,registered,0,True
419,41022.0,registered,0,True
420,53970.0,ephemeral,0,True
421,45356.0,registered,0,True
422,48822.0,registered,0,True
423,42825.0,registered,0,True
424,57947.0,ephemeral,0,True
425,55929.0,ephemeral,0,True
426,46631.0,registered,0,True
427,40793.0,registered,0,True
428,41765.0,registered,0,True
429,57335.0,ephemeral,0,True
430,45785.0,registered,0,True
431,42917.0,registered,0,True
432,52336.0,ephemeral,0,True
433,51673.0,ephemeral,0,True
434,41448.0,registered,0,True
435,41454.0,registered,0,True
436,59668.0,ephemeral,0,True
437,52554.0,ephemeral,0,True
438,45931.0,registered,0,True
439,50830.0,ephemeral,0,True
440,48687.0,registered,0,True
441,54147.0,ephemeral,0,True
442,56096.0,ephemeral,0,True
443,52772.0,ephemeral,0,True
444,53439.0,ephemeral,0,True
445,37522.0,registered,0,True
446,57377.0,ephemeral,0,True
447,48040.0,registered,0,True
448,45979.0,registered,0,True
449,57370.0,ephemeral,0,True
450,39204.0,registered,0,True
451,42422.0,registered,0,True
452,36952.0,registered,0,True
453,48074.0,registered,0,True
454,1125.0,registered,0,True
455,33757.0,registered,0,True
456,35985.0,registered,0,True
457,49275.0,ephemeral,0,True
458,1129.0,registered,0,True
459,48114.0,registered,0,True
460,35394.0,registered,0,True
461,50697.0,ephemeral,0,True
462,42412.0,registered,0,True
463,45089.0,registered,0,True
464,41220.0,registered,0,True
465,47841.0,registered,0,True
466,48140.0,registered,0,True
467,54544.0,ephemeral,0,True
468,57228.0,ephemeral,0,True
469,41413.0,registered,0,True
470,49548.0,ephemeral,0,True
471,48292.0,registered,0,True
472,53564.0,ephemeral,0,True
473,59640.0,ephemeral,0,True
474,1136.0,registered,0,True
475,49246.0,ephemeral,0,True
476,49244.0,ephemeral,0,True
477,49245.0,ephemeral,0,True
478,1144.0,registered,0,True
479,49556.0,ephemeral,0,True
480,49557.0,ephemeral,0,True
481,1157.0,registered,0,True
482,49231.0,ephemeral,0,True
483,49555.0,ephemeral,0,True
484,49553.0,ephemeral,0,True
485,1158.0,registered,0,True
486,1161.0,registered,0,True
487,49437.0,ephemeral,0,True
488,49232.0,ephemeral,0,True
489,49236.0,ephemeral,0,True
490,49251.0,ephemeral,0,True
491,49266.0,ephemeral,0,True
492,49260.0,ephemeral,0,True
493,49426.0,ephemeral,0,True
494,49265.0,ephemeral,0,True
495,49282.0,ephemeral,0,True
496,49452.0,ephemeral,0,True
497,49456.0,ephemeral,0,True
498,43771.0,registered,0,True
499,49462.0,ephemeral,0,True
500,56668.0,ephemeral,0,True
501,48157.0,registered,0,True
502,56903.0,ephemeral,0,True
503,48158.0,registered,0,True
504,33564.0,registered,0,True
505,60077.0,ephemeral,0,True
506,1183.0,registered,0,True
507,1186.0,registered,0,True
508,1188.0,registered,0,True
509,33004.0,registered,0,True
510,1122.0,registered,0,True
511,1119.0,registered,0,True
512,1123.0,registered,0,True
513,1120.0,registered,0,True
514,49549.0,ephemeral,0,True
515,12714.0,registered,0,True
516,37460.0,registered,0,True
517,35020.0,registered,0,True
518,36250.0,registered,0,True
519,53446.0,ephemeral,0,True
520,53448.0,ephemeral,0,True
521,1140.0,registered,0,True
522,1142.0,registered,0,True
523,1146.0,registered,0,True
524,35505.0,registered,0,True
525,43179.0,registered,0,True
526,39673.0,registered,0,True
527,35148.0,registered,0,True
528,34018.0,registered,0,True
529,53592.0,ephemeral,0,True
530,54136.0,ephemeral,0,True
531,54144.0,ephemeral,0,True
532,54142.0,ephemeral,0,True
533,54140.0,ephemeral,0,True
534,57173.0,ephemeral,0,True
535,43092.0,registered,0,True
536,43094.0,registered,0,True
537,44369.0,registered,0,True
538,53692.0,ephemeral,0,True
539,35522.0,registered,0,True
540,57122.0,ephemeral,0,True
541,45969.0,registered,0,True
542,45878.0,registered,0,True
543,35524.0,registered,0,True
544,35520.0,registered,0,True
545,35516.0,registered,0,True
546,35518.0,registered,0,True
547,49465.0,ephemeral,0,True
548,49464.0,ephemeral,0,True
549,1178.0,registered,0,True
550,1189.0,registered,0,True
551,1181.0,registered,0,True
552,1179.0,registered,0,True
553,1182.0,registered,0,True
554,49566.0,ephemeral,0,True
555,49316.0,ephemeral,0,True
556,49313.0,ephemeral,0,True
557,49310.0,ephemeral,0,True
558,49320.0,ephemeral,0,True
559,49319.0,ephemeral,0,True
560,49298.0,ephemeral,0,True
561,43393.0,registered,0,True
562,49482.0,ephemeral,0,True
563,49563.0,ephemeral,0,True
564,49564.0,ephemeral,0,True
565,49565.0,ephemeral,0,True
566,49558.0,ephemeral,0,True
567,49554.0,ephemeral,0,True
568,49552.0,ephemeral,0,True
569,49450.0,ephemeral,0,True
570,49447.0,ephemeral,0,True
571,49445.0,ephemeral,0,True
572,49473.0,ephemeral,0,True
573,49203.0,ephemeral,0,True
574,49486.0,ephemeral,0,True
575,49494.0,ephemeral,0,True
576,49498.0,ephemeral,0,True
577,49493.0,ephemeral,0,True
578,44852.0,registered,0,True
579,49335.0,ephemeral,0,True
580,49331.0,ephemeral,0,True
581,49334.0,ephemeral,0,True
582,49342.0,ephemeral,0,True
583,1177.0,registered,0,True
584,1187.0,registered,0,True
585,1137.0,registered,0,True
586,1184.0,registered,0,True
587,1185.0,registered,0,True
588,49567.0,ephemeral,0,True
589,49352.0,ephemeral,0,True
590,49568.0,ephemeral,0,True
591,49570.0,ephemeral,0,True
592,49569.0,ephemeral,0,True
593,49356.0,ephemeral,0,True
594,49357.0,ephemeral,0,True
595,49577.0,ephemeral,0,True
596,49583.0,ephemeral,0,True
597,49582.0,ephemeral,0,True
598,49588.0,ephemeral,0,True
599,49590.0,ephemeral,0,True
600,49512.0,ephemeral,0,True
601,49510.0,ephemeral,0,True
602,49514.0,ephemeral,0,True
603,49605.0,ephemeral,0,True
604,5475.0,registered,0,True
605,39884.0,registered,0,True
606,34632.0,registered,0,True
607,49307.0,ephemeral,0,True
608,49305.0,ephemeral,0,True
609,49308.0,ephemeral,0,True
610,49303.0,ephemeral,0,True
611,49306.0,ephemeral,0,True
612,49304.0,ephemeral,0,True
613,49314.0,ephemeral,0,True
614,49321.0,ephemeral,0,True
615,1192.0,registered,0,True
616,49545.0,ephemeral,0,True
617,49581.0,ephemeral,0,True
618,49594.0,ephemeral,0,True
619,49573.0,ephemeral,0,True
620,49589.0,ephemeral,0,True
621,49599.0,ephemeral,0,True
622,49596.0,ephemeral,0,True
623,49598.0,ephemeral,0,True
624,49578.0,ephemeral,0,True
625,49361.0,ephemeral,0,True
626,49360.0,ephemeral,0,True
627,49611.0,ephemeral,0,True
628,49612.0,ephemeral,0,True
629,49613.0,ephemeral,0,True
630,49604.0,ephemeral,0,True
631,49610.0,ephemeral,0,True
632,49614.0,ephemeral,0,True
633,49603.0,ephemeral,0,True
634,49637.0,ephemeral,0,True
635,49681.0,ephemeral,0,True
636,49726.0,ephemeral,0,True
637,49730.0,ephemeral,0,True
638,49728.0,ephemeral,0,True
639,49727.0,ephemeral,0,True
640,49729.0,ephemeral,0,True
641,49615.0,ephemeral,0,True
642,49623.0,ephemeral,0,True
643,49625.0,ephemeral,0,True
644,49656.0,ephemeral,0,True
645,49631.0,ephemeral,0,True
646,49675.0,ephemeral,0,True
647,49632.0,ephemeral,0,True
648,49636.0,ephemeral,0,True
649,49626.0,ephemeral,0,True
650,49651.0,ephemeral,0,True
651,49628.0,ephemeral,0,True
652,49718.0,ephemeral,0,True
653,49715.0,ephemeral,0,True
654,49691.0,ephemeral,0,True
655,49722.0,ephemeral,0,True
656,49738.0,ephemeral,0,True
657,55082.0,ephemeral,0,True
658,39598.0,registered,0,True
659,35052.0,registered,0,True
660,37810.0,registered,0,True
661,35086.0,registered,0,True
662,35090.0,registered,0,True
663,35092.0,registered,0,True
664,44436.0,registered,0,True
665,57094.0,ephemeral,0,True
666,54690.0,ephemeral,0,True
667,49532.0,ephemeral,0,True
668,55206.0,ephemeral,0,True
669,49529.0,ephemeral,0,True
670,44550.0,registered,0,True
671,49601.0,ephemeral,0,True
672,49602.0,ephemeral,0,True
673,57932.0,ephemeral,0,True
674,57934.0,ephemeral,0,True
675,33622.0,registered,0,True
676,40620.0,registered,0,True
677,36960.0,registered,0,True
678,51620.0,ephemeral,0,True
679,51624.0,ephemeral,0,True
680,44976.0,registered,0,True
681,51622.0,ephemeral,0,True
682,50850.0,ephemeral,0,True
683,51744.0,ephemeral,0,True
684,39192.0,registered,0,True
685,50860.0,ephemeral,0,True
686,39330.0,registered,0,True
687,46674.0,registered,0,True
688,51798.0,ephemeral,0,True
689,51474.0,ephemeral,0,True
690,51114.0,ephemeral,0,True
691,49551.0,ephemeral,0,True
692,37162.0,registered,0,True
693,43602.0,registered,0,True
694,60880.0,ephemeral,0,True
695,33798.0,registered,0,True
696,36346.0,registered,0,True
697,46786.0,registered,0,True
698,55376.0,ephemeral,0,True
699,55906.0,ephemeral,0,True
700,57294.0,ephemeral,0,True
701,46114.0,registered,0,True
702,49560.0,ephemeral,0,True
